topology,qi,match,tokens,diameter,avg_degree,structural_entropy,spectral_gap,task_centrality,n_agents
ba_5_m2_s2,48,0,4653,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,49,1,11010,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,50,0,85834,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,51,1,59023,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,52,1,90591,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,53,0,13643,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,54,0,18776,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,55,0,4694,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,56,0,12774,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,57,0,6233,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,58,1,57767,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,59,0,12400,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,60,0,60100,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,61,0,35231,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,62,0,16456,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,63,0,74690,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,64,0,2746,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,65,0,35558,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,66,0,12284,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,67,0,24260,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,68,1,8025,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,69,0,4430,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,70,0,4684,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,71,1,88642,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,72,0,3753,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,73,0,31070,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,74,0,5388,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,75,0,21863,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,76,0,22994,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,77,0,43195,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,78,1,15869,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,79,1,58758,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,80,0,149136,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,81,1,4652,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,82,1,79657,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,83,0,4675,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,84,0,45692,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,85,0,15929,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,86,0,17574,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,87,0,14573,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,88,0,18101,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,89,0,52022,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,90,0,43167,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,91,0,23383,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,92,0,52515,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,93,1,88570,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,94,0,13603,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,95,0,6465,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,96,0,6198,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,97,0,7966,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,98,0,10745,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_5_m2_s2,99,1,96694,1.5714285714285714,1.4285714285714286,2.690468570732828,0.6666666666666667,0.0,6
ba_7_m1_s1,0,0,13894,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,1,0,4959,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,2,0,19210,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,3,0,31679,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,4,0,24998,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,5,0,54368,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,6,0,85354,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,7,1,269755,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,8,0,324312,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,9,0,21672,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,10,0,32158,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,11,1,57348,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,12,0,10740,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,13,1,25801,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,14,0,38626,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,15,0,5123,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,16,0,10423,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,17,0,153156,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,18,0,29571,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,19,0,89298,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,20,0,4744,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,21,0,8704,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,22,0,304881,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,23,1,6829,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,24,0,96927,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,25,0,11420,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,26,1,103045,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,27,0,17792,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,28,0,30879,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,29,0,27958,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,30,0,19438,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,31,0,26765,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,32,0,14162,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,33,1,43895,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,34,1,41597,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,35,0,10639,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,36,0,17268,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,37,0,6251,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,38,0,57459,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,39,0,19150,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,40,0,104067,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,41,0,7203,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,42,0,28255,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,43,1,33485,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,44,0,67149,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,45,0,272648,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,46,0,14582,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,47,0,19439,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,48,0,5687,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,49,1,14086,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,50,0,34114,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,51,1,105218,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,52,0,251243,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,53,0,10083,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,54,0,56861,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,55,0,4636,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,56,0,23101,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,57,0,6088,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,58,1,73176,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,59,0,8782,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,60,1,17169,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,61,0,16695,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,62,0,10239,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,63,0,120197,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,64,0,7293,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,65,0,54062,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,66,0,75549,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,67,0,57717,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,68,1,5114,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,69,0,9456,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,70,0,4660,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,71,0,4377,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,72,0,6653,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,73,0,7260,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,74,0,7037,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,75,1,26260,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,76,0,109290,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,77,0,58046,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,78,0,73867,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,79,0,182052,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,80,0,167962,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,81,1,4336,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,82,1,104983,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,83,0,6142,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,84,0,60935,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,85,0,13881,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,86,0,27858,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,87,0,16157,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,88,0,15386,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,89,0,75536,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,90,0,254479,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,91,0,38924,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,92,0,119958,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,93,1,79241,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,94,0,11590,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,95,1,53493,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,96,0,6142,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,97,0,5924,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,98,0,5675,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m1_s1,99,1,269980,1.8333333333333333,1.2222222222222223,3.0226297788901695,0.4999999999999996,0.0,8
ba_7_m2_s1,0,0,73702,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,1,1,3923,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,2,0,20466,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,3,0,97238,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,4,0,64489,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,5,1,83776,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,6,0,150206,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,7,1,257297,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,8,0,116080,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,9,0,81224,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,10,0,100209,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,11,1,41811,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,12,1,12765,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,13,1,46195,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,14,0,56114,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,15,0,3951,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,16,0,16950,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,17,0,82019,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,18,0,20250,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,19,0,88915,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,20,0,3270,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,21,0,8767,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,22,0,104267,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,23,1,4952,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,24,1,226410,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,25,0,12444,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,26,1,46592,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,27,0,17803,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,28,1,126371,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,29,0,23650,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,30,0,9598,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,31,0,103147,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,32,0,24341,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,33,1,64161,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,34,0,17648,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,35,0,10739,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,36,0,9404,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,37,0,19810,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,38,0,47958,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,39,0,14078,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,40,0,175144,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,41,0,13572,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,42,1,41089,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,43,1,15824,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,44,0,56783,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,45,0,119755,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,46,0,13628,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,47,0,8432,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,48,0,3684,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,49,1,15875,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,50,0,194282,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,51,1,118781,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,52,0,193553,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,53,0,14248,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,54,0,27132,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,55,0,6286,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,56,0,30985,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,57,0,7814,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,58,0,80212,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,59,0,5312,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,60,1,34816,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,61,0,63059,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,62,0,17570,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,63,0,108222,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,64,0,6698,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,65,0,36719,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,66,0,15090,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,67,0,19819,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,68,1,5919,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,69,0,7260,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,70,0,4867,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,71,1,70566,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,72,0,35030,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,73,0,8428,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,74,0,4751,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,75,1,20158,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,76,0,114330,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,77,0,43016,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,78,1,40576,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,79,1,104926,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,80,0,171792,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
ba_7_m2_s1,81,0,5300,1.8333333333333333,1.4444444444444444,3.027980354473245,0.43651147838911303,0.0,8
